ifInOctets,ifOutOctets,ifOutDiscards,ifInUcastPkts,ifInNUcastPkts,ifInDiscards,ifOutUcastPkts,ifOutNUcastPkts,tcpOutRsts,tcpInSegs,tcpOutSegs,tcpPassiveOpens,tcpRetransSegs,tcpCurrEstab,tcpEstabResets,tcpActiveOpens,udpInDatagrams,udpOutDatagrams,udpInErrors,udpNoPorts,ipSystemStatsInReceives,ipSystemStatsInDelivers,ipSystemStatsOutRequests,ipSystemStatsOutDiscards,ipSystemStatsInDiscards,ipSystemStatsInForwDatagrams,ipSystemStatsOutNoRoutes,ipSystemStatsInAddrErrors,icmpInMsgs,icmpInDestUnreachs,icmpOutMsgs,icmpOutDestUnreachs,icmpInEchos,icmpOutEchoReps
7953515,7953515,0,283256,0,0,283256,0,449,14663,14172,0,0,3,353,566,27222,3637,180,14,3244,3185,3091,0,0,0,8,3,0,0,0,0,0,0
7965814,7965814,0,283326,0,0,283326,0,449,14663,14172,0,0,3,353,566,27290,3705,180,14,3396,3337,3242,0,0,0,8,3,0,0,0,0,0,0
7977878,7977878,0,283394,0,0,283394,0,450,14680,14192,0,0,3,354,567,27360,3775,180,14,3396,3337,3242,0,0,0,8,3,0,0,0,0,0,0
7989942,7989942,0,283462,0,0,283462,0,450,14680,14192,0,0,3,354,567,27439,3851,180,14,3396,3337,3242,0,0,0,8,3,0,0,0,0,0,0
8002074,8002074,0,283530,0,0,283530,0,451,14698,14212,0,0,3,355,568,27509,3921,180,14,3396,3337,3242,0,0,0,8,3,0,0,0,0,0,0
8014206,8014206,0,283598,0,0,283598,0,451,14698,14212,0,0,3,355,568,27577,3989,180,14,3396,3337,3242,0,0,0,8,3,0,0,0,0,0,0
8026338,8026338,0,283666,0,0,283666,0,451,14712,14230,0,0,4,355,569,27647,4059,180,14,3396,3337,3242,0,0,0,8,3,0,0,0,0,0,0
8038470,8038470,0,283734,0,0,283734,0,452,14715,14232,0,0,3,356,569,27715,4127,180,14,3396,3337,3242,0,0,0,8,3,0,0,0,0,0,0
8050602,8050602,0,283802,0,0,283802,0,452,14717,14233,0,0,3,356,569,27783,4195,180,14,3396,3337,3242,0,0,0,8,3,0,0,0,0,0,0
8063566,8063566,0,283878,0,0,283878,0,453,14736,14254,0,0,3,357,570,27853,4265,180,14,3396,3337,3242,0,0,0,8,3,0,0,0,0,0,0
8076530,8076530,0,283954,0,0,283954,0,453,14754,14274,0,0,5,357,572,28274,4448,180,14,3396,3337,3242,0,0,0,8,3,0,0,0,0,0,0
8088662,8088662,0,284022,0,0,284022,0,454,14770,14292,0,0,5,358,573,28521,4544,180,14,3396,3337,3242,0,0,0,8,3,0,0,0,0,0,0
8100962,8100962,0,284092,0,0,284092,0,454,14770,14292,0,0,5,358,573,28828,4629,180,14,3396,3337,3242,0,0,0,8,3,6,0,9,0,3,3
8114102,8114102,0,284172,0,0,284172,0,455,14786,14310,0,0,5,359,574,28903,4704,180,14,4253,4192,4095,0,0,0,8,3,16,0,24,0,8,8
8127242,8127242,0,284252,0,0,284252,0,455,14788,14312,0,0,5,359,574,29331,4797,180,14,4253,4192,4095,0,0,0,8,3,26,0,39,0,13,13
8139878,8139878,0,284326,0,0,284326,0,456,14803,14330,0,0,5,360,575,29410,4873,180,14,4253,4192,4095,0,0,0,8,3,36,0,54,0,18,18
8153018,8153018,0,284406,0,0,284406,0,456,14803,14330,0,0,5,360,575,29478,4943,180,14,4253,4192,4095,0,0,0,8,3,46,0,69,0,23,23
8166158,8166158,0,284486,0,0,284486,0,457,14821,14350,0,0,5,361,576,29948,5033,180,14,4253,4192,4095,0,0,0,8,3,56,0,84,0,28,28
8178794,8178794,0,284560,0,0,284560,0,457,14821,14350,0,0,5,361,576,30016,5102,180,14,4253,4192,4095,0,0,0,8,3,66,0,99,0,33,33
8191934,8191934,0,284640,0,0,284640,0,458,14837,14368,0,0,5,362,577,30086,5172,180,14,4253,4192,4095,0,0,0,8,3,76,0,114,0,38,38
8204906,8204906,0,284718,0,0,284718,0,459,14880,14407,0,0,6,362,581,30551,5251,180,14,4253,4192,4095,0,0,0,8,3,86,0,129,0,43,43
8217542,8217542,0,284792,0,0,284792,0,460,14897,14426,0,0,6,363,582,30621,5321,180,14,4253,4192,4095,0,0,0,8,3,94,0,141,0,47,47
8230682,8230682,0,284872,0,0,284872,0,460,14901,14430,0,0,6,363,582,30689,5389,180,14,4253,4192,4095,0,0,0,8,3,104,0,156,0,52,52
8243822,8243822,0,284952,0,0,284952,0,461,14920,14451,0,0,6,364,583,31137,5463,180,14,4253,4192,4095,0,0,0,8,3,114,0,171,0,57,57
8256458,8256458,0,285026,0,0,285026,0,461,14928,14455,0,0,5,364,583,31205,5531,180,14,4253,4192,4095,0,0,0,8,3,124,0,186,0,62,62
8269598,8269598,0,285106,0,0,285106,0,461,14928,14455,0,0,5,364,583,31284,5607,180,14,5234,5173,5069,0,0,0,8,3,134,0,201,0,67,67
8282738,8282738,0,285186,0,0,285186,0,462,14944,14473,0,0,5,365,584,31732,5683,180,14,5234,5173,5069,0,0,0,8,3,144,0,216,0,72,72
8295038,8295038,0,285256,0,0,285256,0,462,14944,14473,0,0,5,365,584,31800,5751,180,14,5234,5173,5069,0,0,0,8,3,146,0,219,0,73,73
8307170,8307170,0,285324,0,0,285324,0,463,14960,14491,0,0,5,366,585,31870,5821,180,14,5234,5173,5069,0,0,0,8,3,146,0,219,0,73,73
8319302,8319302,0,285392,0,0,285392,0,463,14962,14496,0,0,5,366,585,32304,5893,180,14,5234,5173,5069,0,0,0,8,3,146,0,219,0,73,73
8331434,8331434,0,285460,0,0,285460,0,465,14979,14517,0,0,4,368,586,32374,5963,180,14,5234,5173,5069,0,0,0,8,3,146,0,219,0,73,73
8343566,8343566,0,285528,0,0,285528,0,465,15008,14545,0,0,7,368,589,32448,6037,180,14,5234,5173,5069,0,0,0,8,3,146,0,219,0,73,73
8355698,8355698,0,285596,0,0,285596,0,465,15010,14546,0,0,7,368,589,32877,6111,187,14,5234,5173,5069,0,0,0,8,3,146,0,219,0,73,73
8367830,8367830,0,285664,0,0,285664,0,465,15012,14550,0,4,7,368,591,32945,6192,187,14,5234,5173,5069,0,0,0,8,3,146,0,219,0,73,73
8379962,8379962,0,285732,0,0,285732,0,465,15014,14555,0,7,7,368,592,33013,6264,187,14,5234,5173,5069,0,0,0,8,3,146,0,219,0,73,73
8392094,8392094,0,285800,0,0,285800,0,465,15014,14556,0,9,7,368,593,33081,6336,187,14,5234,5173,5069,0,0,0,8,3,146,0,219,0,73,73
8404226,8404226,0,285868,0,0,285868,0,465,15014,14557,0,12,7,368,594,33149,6408,187,14,5234,5173,5069,0,0,0,8,3,146,0,219,0,73,73
8416358,8416358,0,285936,0,0,285936,0,465,15016,14559,0,13,7,368,594,33217,6476,187,14,6108,6047,5957,0,0,0,8,3,146,0,219,0,73,73
8428490,8428490,0,286004,0,0,286004,0,465,15016,14559,0,13,7,368,594,33285,6548,187,14,6108,6047,5957,0,0,0,8,3,146,0,219,0,73,73
8440622,8440622,0,286072,0,0,286072,0,465,15016,14561,0,19,7,368,596,33353,6627,187,14,6108,6047,5957,0,0,0,8,3,146,0,219,0,73,73
8452754,8452754,0,286140,0,0,286140,0,465,15016,14561,0,21,7,368,596,33421,6710,187,14,6108,6047,5957,0,0,0,8,3,146,0,219,0,73,73
8464886,8464886,0,286208,0,0,286208,0,465,15016,14561,0,21,7,368,596,33489,6786,187,14,6108,6047,5957,0,0,0,8,3,146,0,219,0,73,73
8477018,8477018,0,286276,0,0,286276,0,465,15020,14565,0,24,7,368,596,33557,6863,187,14,6108,6047,5957,0,0,0,8,3,146,0,219,0,73,73
8489150,8489150,0,286344,0,0,286344,0,465,15022,14567,0,24,7,368,596,33625,6941,187,14,6108,6047,5957,0,0,0,8,3,146,0,219,0,73,73
8501282,8501282,0,286412,0,0,286412,0,465,15026,14571,0,26,6,368,596,33693,7018,187,14,6108,6047,5957,0,0,0,8,3,146,0,219,0,73,73
8513414,8513414,0,286480,0,0,286480,0,465,15028,14574,0,36,5,368,596,33761,7095,187,14,6108,6047,5957,0,0,0,8,3,146,0,219,0,73,73
8525546,8525546,0,286548,0,0,286548,0,465,15028,14574,0,39,5,368,596,33829,7174,187,14,6108,6047,5957,0,0,0,8,3,146,0,219,0,73,73
8537678,8537678,0,286616,0,0,286616,0,465,15030,14576,0,39,5,368,596,33897,7249,187,14,6108,6047,5957,0,0,0,8,3,146,0,219,0,73,73
8549810,8549810,0,286684,0,0,286684,0,465,15030,14576,0,41,5,368,596,33965,7326,187,14,6108,6047,5957,0,0,0,8,3,146,0,219,0,73,73
8561942,8561942,0,286752,0,0,286752,0,465,15030,14576,0,42,5,368,596,34033,7405,187,14,6930,6869,6861,0,0,0,8,3,146,0,219,0,73,73
8574074,8574074,0,286820,0,0,286820,0,465,15030,14576,0,42,5,368,596,34101,7484,187,14,6930,6869,6861,0,0,0,8,3,146,0,219,0,73,73
8586206,8586206,0,286888,0,0,286888,0,465,15030,14576,0,44,5,368,596,34169,7563,187,14,6930,6869,6861,0,0,0,8,3,146,0,219,0,73,73
8598338,8598338,0,286956,0,0,286956,0,465,15030,14576,0,46,5,368,596,34237,7636,187,14,6930,6869,6861,0,0,0,8,3,146,0,219,0,73,73
8610470,8610470,0,287024,0,0,287024,0,465,15032,14578,0,46,5,368,596,34305,7715,187,14,6930,6869,6861,0,0,0,8,3,146,0,219,0,73,73
8622602,8622602,0,287092,0,0,287092,0,465,15034,14582,0,46,5,368,596,34373,7797,187,14,6930,6869,6861,0,0,0,8,3,146,0,219,0,73,73
8634734,8634734,0,287160,0,0,287160,0,465,15034,14582,0,46,5,368,596,34441,7875,187,14,6930,6869,6861,0,0,0,8,3,146,0,219,0,73,73
8647160,8647160,0,287230,0,0,287230,0,465,15036,14583,0,46,5,368,596,34509,7952,187,14,6930,6869,6861,0,0,0,8,3,146,0,219,0,73,73
8659292,8659292,0,287298,0,0,287298,0,465,15036,14583,0,48,5,368,596,34577,8030,187,14,6930,6869,6861,0,0,0,8,3,146,0,219,0,73,73
8671424,8671424,0,287366,0,0,287366,0,465,15036,14584,0,48,5,368,596,34645,8107,187,14,6930,6869,6861,0,0,0,8,3,146,0,219,0,73,73
8684210,8684210,0,287438,0,0,287438,0,465,15036,14584,0,50,5,368,596,34713,8186,187,14,6930,6869,6861,0,0,0,8,3,146,0,219,0,73,73
8697563,8697563,0,287514,0,0,287514,0,465,15036,14584,0,51,5,368,596,34781,8271,187,14,6930,6869,6861,0,0,0,8,3,146,0,219,0,73,73
8710170,8710170,0,287585,0,0,287585,0,465,15036,14584,0,51,5,368,596,34849,8347,187,14,7751,7690,7771,0,0,0,8,3,146,0,219,0,73,73
8723357,8723357,0,287660,0,0,287660,0,465,15036,14584,0,52,5,368,596,34917,8433,187,14,7751,7690,7771,0,0,0,8,3,146,0,219,0,73,73
8735489,8735489,0,287728,0,0,287728,0,465,15036,14584,0,52,5,368,596,34985,8510,187,14,7751,7690,7771,0,0,0,8,3,146,0,219,0,73,73
8748378,8748378,0,287804,0,0,287804,0,465,15036,14584,0,52,5,368,596,35053,8598,187,14,7751,7690,7771,0,0,0,8,3,154,8,227,8,73,73
8763966,8763966,0,287903,0,0,287903,0,465,15036,14588,0,55,3,368,596,35121,8700,187,14,7751,7690,7771,0,0,0,8,3,178,32,251,32,73,73
8777811,8777811,0,287987,0,0,287987,0,465,15037,14590,0,57,2,368,596,35189,8796,187,14,7751,7690,7771,0,0,0,8,3,194,48,267,48,73,73
8795714,8795714,0,288103,0,0,288103,0,465,15037,14590,0,61,2,368,596,35257,8892,187,14,7751,7690,7771,0,0,0,8,3,226,80,299,80,73,73
8813691,8813691,0,288221,0,0,288221,0,465,15041,14594,0,66,2,368,596,35325,9002,187,14,7751,7690,7771,0,0,0,8,3,262,116,335,116,73,73
8829681,8829681,0,288321,0,0,288321,0,465,15042,14595,0,69,2,368,596,35393,9098,187,14,7751,7690,7771,0,0,0,8,3,280,134,353,134,73,73
8844203,8844203,0,288411,0,0,288411,0,465,15042,14596,0,76,2,368,596,35461,9182,187,14,7751,7690,7771,0,0,0,8,3,302,156,375,156,73,73
8860270,8860270,0,288516,0,0,288516,0,465,15044,14597,0,85,2,368,596,35529,9293,187,14,7751,7690,7771,0,0,0,8,3,339,193,412,193,73,73
8874365,8874365,0,288598,0,0,288598,0,465,15046,14600,0,87,1,368,596,35597,9376,187,14,7751,7690,7771,0,0,0,8,3,339,193,412,193,73,73
8886497,8886497,0,288666,0,0,288666,0,465,15046,14600,0,88,1,368,596,35665,9459,187,14,8769,8708,9029,1,0,0,8,3,339,193,412,193,73,73
8900757,8900757,0,288749,0,0,288749,0,465,15046,14600,0,90,1,368,596,35733,9556,187,14,8769,8708,9029,1,0,0,8,3,339,193,412,193,73,73
8912889,8912889,0,288817,0,0,288817,0,465,15046,14600,0,91,1,368,596,35801,9640,187,14,8769,8708,9029,1,0,0,8,3,339,193,412,193,73,73
8925151,8925151,0,288886,0,0,288886,0,465,15046,14600,0,91,1,368,596,35869,9737,187,14,8769,8708,9029,1,0,0,8,3,339,193,412,193,73,73
8939256,8939256,0,288968,0,0,288968,0,465,15046,14600,0,93,1,368,596,35937,9821,187,14,8769,8708,9029,1,0,0,8,3,339,193,412,193,73,73
8951518,8951518,0,289037,0,0,289037,0,465,15046,14600,0,93,1,368,596,36005,9904,187,14,8769,8708,9029,1,0,0,8,3,339,193,412,193,73,73
8963650,8963650,0,289105,0,0,289105,0,465,15046,14601,0,94,1,368,596,36073,10002,187,14,8769,8708,9029,1,0,0,8,3,355,209,428,209,73,73
8979275,8979275,0,289207,0,0,289207,0,465,15048,14602,0,96,1,368,596,36141,10093,187,14,8769,8708,9029,1,0,0,8,3,373,227,446,227,73,73
8991407,8991407,0,289275,0,0,289275,0,465,15050,14604,0,96,1,368,596,36209,10180,187,14,8769,8708,9029,1,0,0,8,3,373,227,446,227,73,73
9005088,9005088,0,289354,0,0,289354,0,465,15050,14604,0,96,1,368,596,36277,10276,187,14,8769,8708,9029,1,0,0,8,3,373,227,446,227,73,73
9018605,9018605,0,289432,0,0,289432,0,465,15050,14604,0,98,1,368,596,36345,10373,187,14,8769,8708,9029,1,0,0,8,3,373,227,446,227,73,73
9030737,9030737,0,289500,0,0,289500,0,465,15050,14604,0,99,1,368,596,36413,10469,187,14,8769,8708,9029,1,0,0,8,3,373,227,446,227,73,73
9044129,9044129,0,289577,0,0,289577,0,465,15050,14604,0,99,1,368,596,36481,10566,187,14,9624,9563,10067,4,0,0,8,3,373,227,446,227,73,73
9057656,9057656,0,289655,0,0,289655,0,465,15050,14604,0,99,1,368,596,36549,10654,187,14,9624,9563,10067,4,0,0,8,3,373,227,446,227,73,73
9071058,9071058,0,289732,0,0,289732,0,465,15050,14604,0,99,1,368,596,36617,10741,187,14,9624,9563,10067,4,0,0,8,3,373,227,446,227,73,73
9084549,9084549,0,289810,0,0,289810,0,465,15050,14604,0,99,1,368,596,36685,10841,187,14,9624,9563,10067,4,0,0,8,3,373,227,446,227,73,73
9100218,9100218,0,289910,0,0,289910,0,465,15050,14605,0,99,1,368,596,36753,10976,187,14,9624,9563,10067,4,0,0,8,3,414,268,487,268,73,73
9114123,9114123,0,289996,0,0,289996,0,465,15050,14605,0,101,1,368,596,36821,11076,187,14,9624,9563,10067,4,0,0,8,3,433,287,506,287,73,73
9130829,9130829,0,290111,0,0,290111,0,465,15056,14611,0,103,1,368,596,36889,11211,187,14,9624,9563,10067,4,0,0,8,3,488,342,561,342,73,73
9147658,9147658,0,290228,0,0,290228,0,465,15057,14612,0,105,1,368,596,36957,11357,187,14,9624,9563,10067,4,0,0,8,3,541,395,614,395,73,73
9162843,9162843,0,290327,0,0,290327,0,465,15057,14612,0,106,1,368,596,37025,11452,187,14,9624,9563,10067,4,0,0,8,3,563,417,636,417,73,73
9179164,9179164,0,290438,0,0,290438,0,465,15057,14612,0,108,1,368,596,37093,11602,187,14,9624,9563,10067,4,0,0,8,3,616,470,689,470,73,73
9196833,9196833,0,290562,0,0,290562,0,465,15057,14612,0,109,1,368,596,37161,11701,187,14,9624,9563,10067,4,0,0,8,3,640,494,713,494,73,73
9210794,9210794,0,290649,0,0,290649,0,465,15057,14612,0,111,1,368,596,37229,11835,187,14,9624,9563,10067,4,0,0,8,3,685,539,758,539,73,73
9226911,9226911,0,290757,0,0,290757,0,465,15057,14612,0,113,1,368,596,37297,11940,187,14,10773,10712,11595,4,0,0,8,3,712,566,785,566,73,73
9242527,9242527,0,290860,0,0,290860,0,465,15057,14612,0,114,1,368,596,37365,12038,187,14,10773,10712,11595,4,0,0,8,3,734,588,807,588,73,73
9255681,9255681,0,290938,0,0,290938,0,465,15057,14612,0,116,1,368,596,37433,12153,187,14,10773,10712,11595,4,0,0,8,3,764,618,837,618,73,73
9273109,9273109,0,291055,0,0,291055,0,465,15057,14612,0,118,1,368,596,37501,12278,187,14,10773,10712,11595,4,0,0,8,3,804,658,877,658,73,73
9291918,9291918,0,291182,0,0,291182,0,465,15057,14612,0,119,1,368,596,37569,12367,187,14,10773,10712,11595,4,0,0,8,3,824,678,897,678,73,73
9304346,9304346,0,291253,0,0,291253,0,465,15057,14612,0,121,1,368,596,37637,12473,187,14,10773,10712,11595,4,0,0,8,3,847,701,920,701,73,73
9320290,9320290,0,291359,0,0,291359,0,465,15057,14612,0,123,1,368,596,37705,12594,187,14,10773,10712,11595,4,0,0,8,3,884,738,957,738,73,73
9338482,9338482,0,291482,0,0,291482,0,465,15057,14612,0,124,1,368,596,37773,12680,187,14,10773,10712,11595,4,0,0,8,3,903,757,976,757,73,73
9354910,9354910,0,291587,0,0,291587,0,465,15057,14612,0,126,1,368,596,37841,12802,187,14,10773,10712,11595,4,0,0,8,3,941,795,1014,795,73,73
9372958,9372958,0,291709,0,0,291709,0,465,15057,14612,0,128,1,368,596,37909,12918,187,14,10773,10712,11595,4,0,0,8,3,975,829,1048,829,73,73
9390254,9390254,0,291825,0,0,291825,0,465,15057,14612,0,129,1,368,596,37977,13014,187,14,10773,10712,11595,4,0,0,8,3,990,844,1063,844,73,73
9403802,9403802,0,291908,0,0,291908,0,465,15057,14612,0,131,1,368,596,38045,13124,187,14,10773,10712,11595,4,0,0,8,3,1020,874,1093,874,73,73
9420670,9420670,0,292020,0,0,292020,0,465,15057,14612,0,133,1,368,596,38113,13235,187,14,11926,11865,13083,4,0,0,8,3,1050,904,1123,904,73,73
9437558,9437558,0,292132,0,0,292132,0,465,15057,14612,0,134,1,368,596,38181,13317,187,14,11926,11865,13083,4,0,0,8,3,1065,919,1138,919,73,73
9453097,9453097,0,292230,0,0,292230,0,465,15057,14612,0,136,1,368,596,38249,13430,187,14,11926,11865,13083,4,0,0,8,3,1097,951,1170,951,73,73
9468763,9468763,0,292329,0,0,292329,0,465,15057,14612,0,137,1,368,596,38317,13513,187,14,11926,11865,13083,4,0,0,8,3,1097,951,1170,951,73,73
9480895,9480895,0,292397,0,0,292397,0,465,15057,14612,0,137,1,368,596,38385,13598,187,14,11926,11865,13083,4,0,0,8,3,1097,951,1170,951,73,73
9493027,9493027,0,292465,0,0,292465,0,465,15057,14613,0,137,0,368,596,38453,13685,187,14,11926,11865,13083,4,0,0,8,3,1097,951,1170,951,73,73
9505159,9505159,0,292533,0,0,292533,0,465,15057,14613,0,137,0,368,596,38521,13772,187,14,11926,11865,13083,4,0,0,8,3,1097,951,1170,951,73,73
9517291,9517291,0,292601,0,0,292601,0,465,15057,14613,0,137,0,368,596,38589,13891,187,14,11926,11865,13083,4,0,0,8,3,1097,951,1170,951,73,73
9531723,9531723,0,292686,0,0,292686,0,465,15057,14613,0,137,0,368,596,38657,13980,187,14,11926,11865,13083,4,0,0,8,3,1097,951,1170,951,73,73
9546419,9546419,0,292773,0,0,292773,0,465,15057,14613,0,137,0,368,596,38725,14084,187,14,11926,11865,13083,4,0,0,8,3,1097,951,1170,951,73,73
9558551,9558551,0,292841,0,0,292841,0,465,15057,14613,0,137,0,368,596,38793,14171,187,14,11926,11865,13083,4,0,0,8,3,1097,951,1170,951,73,73
9570683,9570683,0,292909,0,0,292909,0,465,15057,14613,0,137,0,368,596,38861,14258,187,14,11926,11865,13083,4,0,0,8,3,1097,951,1170,951,73,73
9582815,9582815,0,292977,0,0,292977,0,465,15057,14613,0,137,0,368,596,38929,14364,187,14,12804,12743,14188,4,0,0,8,3,1116,970,1189,970,73,73
9598541,9598541,0,293083,0,0,293083,0,465,15057,14613,0,137,0,368,596,38997,14451,187,14,12804,12743,14188,4,0,0,8,3,1135,989,1208,989,73,73
9613230,9613230,0,293170,0,0,293170,0,465,15057,14613,0,137,0,368,596,39065,14549,187,14,12804,12743,14188,4,0,0,8,3,1150,1004,1223,1004,73,73
9628230,9628230,0,293268,0,0,293268,0,465,15057,14613,0,137,0,368,596,39133,14647,187,14,12804,12743,14188,4,0,0,8,3,1165,1019,1238,1019,73,73
9643830,9643830,0,293366,0,0,293366,0,465,15057,14613,0,137,0,368,596,39201,14730,187,14,12804,12743,14188,4,0,0,8,3,1180,1034,1253,1034,73,73
9657396,9657396,0,293449,0,0,293449,0,465,15057,14613,0,137,0,368,596,39269,14828,187,14,12804,12743,14188,4,0,0,8,3,1195,1049,1268,1049,73,73
9672953,9672953,0,293547,0,0,293547,0,465,15057,14613,0,137,0,368,596,39337,14926,187,14,12804,12743,14188,4,0,0,8,3,1225,1079,1298,1079,73,73
9686476,9686476,0,293630,0,0,293630,0,465,15057,14613,0,137,0,368,596,39405,14994,187,14,12804,12743,14188,4,0,0,8,3,1225,1079,1298,1079,73,73
