ifInOctets,ifOutOctets,ifOutDiscards,ifInUcastPkts,ifInNUcastPkts,ifInDiscards,ifOutUcastPkts,ifOutNUcastPkts,tcpOutRsts,tcpInSegs,tcpOutSegs,tcpPassiveOpens,tcpRetransSegs,tcpCurrEstab,tcpEstabResets,tcpActiveOpens,udpInDatagrams,udpOutDatagrams,udpInErrors,udpNoPorts,ipSystemStatsInReceives,ipSystemStatsInDelivers,ipSystemStatsOutRequests,ipSystemStatsOutDiscards,ipSystemStatsInDiscards,ipSystemStatsInForwDatagrams,ipSystemStatsOutNoRoutes,ipSystemStatsInAddrErrors,icmpInMsgs,icmpInDestUnreachs,icmpOutMsgs,icmpOutDestUnreachs,icmpInEchos,icmpOutEchoReps
9698608,9698608,0,293698,0,0,293698,0,465,15057,14613,0,137,0,368,596,39473,15092,187,14,12804,12743,14188,4,0,0,8,3,1240,1094,1313,1094,73,73
9713522,9713522,0,293796,0,0,293796,0,465,15057,14613,0,137,0,368,596,39541,15190,187,14,12804,12743,14188,4,0,0,8,3,1255,1109,1328,1109,73,73
9729061,9729061,0,293894,0,0,293894,0,465,15057,14613,0,137,0,368,596,39609,15273,187,14,12804,12743,14188,4,0,0,8,3,1270,1124,1343,1124,73,73
9742609,9742609,0,293977,0,0,293977,0,465,15057,14613,0,137,0,368,596,39677,15372,187,14,12804,12743,14188,4,0,0,8,3,1285,1139,1358,1139,73,73
9756757,9756757,0,294060,0,0,294060,0,465,15057,14613,0,137,0,368,596,39745,15455,187,14,13808,13747,15376,4,0,0,8,3,1285,1139,1358,1139,73,73
9768889,9768889,0,294128,0,0,294128,0,465,15057,14613,0,137,0,368,596,39813,15553,187,14,13808,13747,15376,4,0,0,8,3,1285,1139,1358,1139,73,73
9783037,9783037,0,294211,0,0,294211,0,465,15057,14613,0,137,0,368,596,39881,15636,187,14,13808,13747,15376,4,0,0,8,3,1285,1139,1358,1139,73,73
9795169,9795169,0,294279,0,0,294279,0,465,15057,14613,0,137,0,368,596,39949,15719,187,14,13808,13747,15376,4,0,0,8,3,1285,1139,1358,1139,73,73
9807301,9807301,0,294347,0,0,294347,0,465,15057,14613,0,137,0,368,596,40017,15802,187,14,13808,13747,15376,4,0,0,8,3,1285,1139,1358,1139,73,73
9819433,9819433,0,294415,0,0,294415,0,465,15057,14613,0,137,0,368,596,40085,15885,187,14,13808,13747,15376,4,0,0,8,3,1285,1139,1358,1139,73,73
9831565,9831565,0,294483,0,0,294483,0,465,15057,14613,0,137,0,368,596,40153,15970,187,14,13808,13747,15376,4,0,0,8,3,1285,1139,1358,1139,73,73
9845696,9845696,0,294566,0,0,294566,0,465,15057,14613,0,137,0,368,596,40221,16073,187,14,13808,13747,15376,4,0,0,8,3,1285,1139,1358,1139,73,73
9858092,9858092,0,294636,0,0,294636,0,465,15057,14613,0,137,0,368,596,40289,16163,187,14,13808,13747,15376,4,0,0,8,3,1285,1139,1358,1139,73,73
9872512,9872512,0,294721,0,0,294721,0,465,15057,14613,0,137,0,368,596,40357,16252,187,14,13808,13747,15376,4,0,0,8,3,1285,1139,1358,1139,73,73
9884644,9884644,0,294789,0,0,294789,0,465,15057,14613,0,137,0,368,596,40425,16354,187,14,13808,13747,15376,4,0,0,8,3,1285,1139,1358,1139,73,73
9896776,9896776,0,294857,0,0,294857,0,465,15057,14613,0,137,0,368,596,40493,16424,187,14,13808,13747,15376,4,0,0,8,3,1285,1139,1358,1139,73,73
9908908,9908908,0,294925,0,0,294925,0,465,15057,14613,0,137,0,368,596,40561,16513,187,14,14625,14564,16364,4,0,0,8,3,1285,1139,1358,1139,73,73
9921314,9921314,0,294995,0,0,294995,0,465,15057,14613,0,137,0,368,596,40629,16617,187,14,14625,14564,16364,4,0,0,8,3,1285,1139,1358,1139,73,73
9935731,9935731,0,295080,0,0,295080,0,465,15057,14613,0,137,0,368,596,40697,16706,187,14,14625,14564,16364,4,0,0,8,3,1285,1139,1358,1139,73,73
9948137,9948137,0,295150,0,0,295150,0,465,15057,14613,0,137,0,368,596,40765,16808,187,14,14625,14564,16364,4,0,0,8,3,1285,1139,1358,1139,73,73
9962554,9962554,0,295235,0,0,295235,0,465,15057,14613,0,137,0,368,596,40833,16891,187,14,14625,14564,16364,4,0,0,8,3,1285,1139,1358,1139,73,73
9974686,9974686,0,295303,0,0,295303,0,490,15086,14638,0,137,0,368,596,40901,16974,187,14,14625,14564,16364,4,0,0,8,3,1285,1139,1358,1139,73,73
9986818,9986818,0,295371,0,0,295371,0,490,15086,14638,0,137,0,368,596,40969,17057,187,14,14625,14564,16364,4,0,0,8,3,1285,1139,1358,1139,73,73
9998950,9998950,0,295439,0,0,295439,0,490,15086,14638,0,137,0,368,596,41037,17140,187,14,14625,14564,16364,4,0,0,8,3,1285,1139,1358,1139,73,73
10011082,10011082,0,295507,0,0,295507,0,490,15086,14638,0,137,0,368,596,41105,17238,187,14,14625,14564,16364,4,0,0,8,3,1285,1139,1358,1139,73,73
10025250,10025250,0,295590,0,0,295590,0,490,15086,14638,0,137,0,368,596,41173,17322,187,14,14625,14564,16364,4,0,0,8,3,1285,1139,1358,1139,73,73
10037382,10037382,0,295658,0,0,295658,0,490,15086,14638,0,137,0,368,596,41241,17405,187,14,14625,14564,16364,4,0,0,8,3,1285,1139,1358,1139,73,73
10049514,10049514,0,295726,0,0,295726,0,490,15086,14638,0,137,0,368,596,41309,17503,187,14,14625,14564,16364,4,0,0,8,3,1285,1139,1358,1139,73,73
10063655,10063655,0,295809,0,0,295809,0,490,15086,14638,0,137,0,368,596,41377,17586,187,14,15451,15390,17347,4,0,0,8,3,1285,1139,1358,1139,73,73
10075787,10075787,0,295877,0,0,295877,0,490,15086,14638,0,137,0,368,596,41445,17684,187,14,15451,15390,17347,4,0,0,8,3,1285,1139,1358,1139,73,73
10089928,10089928,0,295960,0,0,295960,0,490,15086,14638,0,137,0,368,596,41513,17767,187,14,15451,15390,17347,4,0,0,8,3,1300,1154,1373,1154,73,73
10104928,10104928,0,296058,0,0,296058,0,490,15086,14638,0,137,0,368,596,41581,17850,187,14,15451,15390,17347,4,0,0,8,3,1315,1169,1388,1169,73,73
